841,539,2164,5474,13956,21956,23244,24995,19825,15119,8592,2441,792,96,41,
11797,10662,18143,24421,33570,38712,36229,31353,24858,16871,9618,2734,906,116,51,
16095,10638,9031,8986,9111,10021,10090,8733,6895,4531,2906,1298,1031,740,568,
