29984,68566,324088,722880,1.25901e+06,1.48942e+06,1.52215e+06,1.37477e+06,1.13498e+06,774485,435763,148411,55843,24617,8445,
374529,496188,833271,1.08649e+06,1.28308e+06,1.2931e+06,1.2112e+06,1.02901e+06,804774,545554,327341,147198,55320,23857,8226,
123900,122628,120456,118065,122226,133750,137112,127207,99505,68237,45820,27936,22321,18995,17017,
