627,348,1565,4327,11500,18589,19632,20653,17472,14044,7772,2227,730,100,37,
12535,11678,18759,24700,33209,38905,35951,31430,25446,17261,9879,2857,966,139,50,
7052,4933,5504,6716,8683,9889,9980,8651,6860,4470,2757,1138,1018,507,556,
