18397,40409,198318,488770,952734,1.21273e+06,1.28766e+06,1.20256e+06,995325,704492,400427,131930,50094,22345,7746,
375974,499890,830147,1.08098e+06,1.28785e+06,1.29751e+06,1.20351e+06,1.02819e+06,807049,546017,330070,144876,55953,23838,8210,
62661,66348,77513,93620,116722,129088,134572,126054,97996,66669,43457,25647,19760,17786,16355,
