443,318,1823,3332,10092,16292,18752,18869,16942,11850,7746,2634,941,468,200,
147,161,1552,4401,11019,17288,18299,18788,16288,13005,7547,2073,697,85,38,
5516,7866,17685,24549,33264,38455,35653,30725,24698,17115,9820,2722,900,181,57,
