828,1193,1205,2967,5262,7740,8325,7935,6987,5423,3943,1076,717,29,49,
8454,10638,9068,12252,13846,15351,13383,11159,9112,6833,3759,1444,503,83,4,
3541,2321,2040,2081,2150,2109,2024,2048,1535,1040,998,151,9,18,34,
