91,313,723,1602,4265,5541,7415,6391,6295,4967,2519,804,121,11,11,
4434,5069,5482,6548,8537,8755,8978,8564,7136,5473,2727,915,165,22,13,
2983,2001,1894,1104,1099,1392,1033,1026,1008,1000,173,34,3,6,11,
