175,428,962,3899,11925,17514,24921,24253,23374,18061,9766,2645,870,150,2,
7326,12210,17205,29705,49315,51508,56491,46355,37301,25908,12856,3282,1114,279,12,
13919,10002,9435,12120,15089,16621,17230,15619,11961,8521,5193,2749,2099,2000,2001,
