1978,3433,3521,6501,8897,11083,10810,9746,8891,6650,3211,1044,183,29,3,
8360,10208,9157,12039,13792,15065,13342,11290,9304,6724,3588,1168,234,21,4,
4211,2928,2055,2084,2239,2158,2031,2430,2257,1043,999,186,9,2,1,
