2858,2700,3612,9519,11173,45011,21505,11923,10142,6930,4300,1800,203,13,0,
10343,11848,14774,22799,24008,57055,29341,17013,13848,9042,5582,2250,353,58,0,
2988,2325,2385,3038,3076,3041,3015,2336,2031,1446,1018,404,51,4,2,
